Agency,Advertiser,Product,Estimate,Market Code,Market Rank,Market,Network,Station,Media Type,Week Of,Type of Demographic,Demographic,Air Date,Air Day,Air Time,ISCI Length,Air ISCI,Cmml Title,Aired Prg Name,Est Ratings,Act Ratings,Act Impression,Rtg Source,Air Count,Air Detected Event,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,2,AD35-64,01/11/2018,Thursday,17:50:28,30,CPN15XWH22,Big Claims Allergy Days +,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1761492048,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,1,AD18-54,01/11/2018,Thursday,23:13:58,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1761492049,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,2,AD35-64,01/11/2018,Thursday,23:13:58,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1761492049,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,17:51:50,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1762372805,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,17:51:50,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1762372805,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,18:14:29,30,CPN15XWH22,Big Claims Allergy Days +,Eyewitness News at 6,0.00,0.00,0,,1,1762372806,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,18:14:29,30,CPN15XWH22,Big Claims Allergy Days +,Eyewitness News at 6,0.00,0.00,0,,1,1762372806,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,23:12:51,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1762372807,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,23:12:51,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1762372807,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/16/2018,Tuesday,17:55:49,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1765763633,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/16/2018,Tuesday,17:55:49,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1765763633,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/16/2018,Tuesday,23:23:30,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1765763634,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/16/2018,Tuesday,23:23:30,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1765763634,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/17/2018,Wednesday,17:22:42,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 5pm,0.00,0.00,0,,1,1766660870,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/17/2018,Wednesday,17:22:42,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 5pm,0.00,0.00,0,,1,1766660870,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/18/2018,Thursday,17:21:50,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5pm,0.00,0.00,0,,1,1767554989,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/18/2018,Thursday,17:21:50,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5pm,0.00,0.00,0,,1,1767554989,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/18/2018,Thursday,18:10:44,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 6,0.00,0.00,0,,1,1767554990,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/18/2018,Thursday,18:10:44,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 6,0.00,0.00,0,,1,1767554990,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/18/2018,Thursday,23:10:37,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 11,0.00,0.00,0,,1,1767554991,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/18/2018,Thursday,23:10:37,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 11,0.00,0.00,0,,1,1767554991,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,23:16:49,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 11,0.00,0.00,0,,1,1768488326,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,23:16:49,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 11,0.00,0.00,0,,1,1768488326,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,23:32:56,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1768488327,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,23:32:56,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1768488327,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/22/2018,Monday,23:16:38,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 11,0.00,0.00,0,,1,1771271628,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/22/2018,Monday,23:16:38,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 11,0.00,0.00,0,,1,1771271628,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/22/2018,Monday,23:32:42,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1771271629,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/22/2018,Monday,23:32:42,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1771271629,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/23/2018,Tuesday,17:28:14,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 5pm,0.00,0.00,0,,1,1772157647,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/23/2018,Tuesday,17:28:14,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 5pm,0.00,0.00,0,,1,1772157647,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,17:25:42,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5pm,0.00,0.00,0,,1,1773061343,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,17:25:42,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5pm,0.00,0.00,0,,1,1773061343,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,17:39:45,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1773061344,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,17:39:45,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 5:30pm,0.00,0.00,0,,1,1773061344,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,23:17:28,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 11,0.00,0.00,0,,1,1773061345,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,23:17:28,30,CPA151LR02,Tailgate - Non New + Runn,Eyewitness News at 11,0.00,0.00,0,,1,1773061345,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/26/2018,Friday,17:17:05,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5pm,0.00,0.00,0,,1,1774913916,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/26/2018,Friday,17:17:05,30,CPA153WH22,Workout + Mechanic,Eyewitness News at 5pm,0.00,0.00,0,,1,1774913916,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,1,AD18-54,01/26/2018,Friday,23:29:56,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1774913917,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/22/2018,2,AD35-64,01/26/2018,Friday,23:29:56,30,CPZ152WH23,Dinner Party Resuce V 2 +,Eyewitness News at 11,0.00,0.00,0,,1,1774913917,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/29/2018,1,AD18-54,01/29/2018,Monday,23:19:30,30,CPN15XWH22,Big Claims Allergy Days +,Eyewitness News at 11,0.00,0.00,0,,1,1777435396,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/29/2018,2,AD35-64,01/29/2018,Monday,23:19:30,30,CPN15XWH22,Big Claims Allergy Days +,Eyewitness News at 11,0.00,0.00,0,,1,1777435396,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/29/2018,1,AD18-54,01/29/2018,Monday,23:33:42,30,CPN152WH23,Nasacort OKeeffes,Eyewitness News at 11,0.00,0.00,0,,1,1777435397,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,177,56,Wilkes Barre-Scranton  PA,NBC,WBRE,Spot,01/29/2018,2,AD35-64,01/29/2018,Monday,23:33:42,30,CPN152WH23,Nasacort OKeeffes,Eyewitness News at 11,0.00,0.00,0,,1,1777435397,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/01/2018,1,AD18-54,01/01/2018,Monday,21:40:14,30,CPN15XWH22,Big Claims Allergy Days +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1753006416,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/01/2018,2,AD35-64,01/01/2018,Monday,21:40:14,30,CPN15XWH22,Big Claims Allergy Days +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1753006416,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/01/2018,1,AD18-54,01/02/2018,Tuesday,21:38:59,30,CPZ152WH23,Dinner Party Resuce V 2 +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1753848834,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/01/2018,2,AD35-64,01/02/2018,Tuesday,21:38:59,30,CPZ152WH23,Dinner Party Resuce V 2 +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1753848834,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/01/2018,1,AD18-54,01/05/2018,Friday,21:21:41,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1756518536,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/01/2018,2,AD35-64,01/05/2018,Friday,21:21:41,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1756518536,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/08/2018,1,AD18-54,01/10/2018,Wednesday,21:58:32,30,CPN15XWH22,Big Claims Allergy Days +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1760635256,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/08/2018,2,AD35-64,01/10/2018,Wednesday,21:58:32,30,CPN15XWH22,Big Claims Allergy Days +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1760635256,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/08/2018,1,AD18-54,01/11/2018,Thursday,21:21:40,30,CPZ152WH23,Dinner Party Resuce V 2 +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1761492132,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/08/2018,2,AD35-64,01/11/2018,Thursday,21:21:40,30,CPZ152WH23,Dinner Party Resuce V 2 +,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1761492132,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,21:14:03,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1762372882,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,21:14:03,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1762372882,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/15/2018,1,AD18-54,01/17/2018,Wednesday,21:26:36,30,CPA153WH22,Workout + Mechanic,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1766660959,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/15/2018,2,AD35-64,01/17/2018,Wednesday,21:26:36,30,CPA153WH22,Workout + Mechanic,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1766660959,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/15/2018,1,AD18-54,01/18/2018,Thursday,17:42:07,30,CPZ152WH23,Dinner Party Resuce V 2 +,FOX 16 News at 5:30PM,0.00,0.00,0,,1,1767555073,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/15/2018,2,AD35-64,01/18/2018,Thursday,17:42:07,30,CPZ152WH23,Dinner Party Resuce V 2 +,FOX 16 News at 5:30PM,0.00,0.00,0,,1,1767555073,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,21:53:19,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1768488405,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,21:53:19,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1768488405,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,17:54:52,30,CPA153WH22,Workout + Mechanic,FOX 16 News at 5:30PM,0.00,0.00,0,,1,1773061412,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,17:54:52,30,CPA153WH22,Workout + Mechanic,FOX 16 News at 5:30PM,0.00,0.00,0,,1,1773061412,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/22/2018,1,AD18-54,01/25/2018,Thursday,17:42:19,30,CPZ152WH23,Dinner Party Resuce V 2 +,FOX 16 News at 5:30PM,0.00,0.00,0,,1,1774019218,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/22/2018,2,AD35-64,01/25/2018,Thursday,17:42:19,30,CPZ152WH23,Dinner Party Resuce V 2 +,FOX 16 News at 5:30PM,0.00,0.00,0,,1,1774019218,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/22/2018,1,AD18-54,01/26/2018,Friday,21:40:10,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1774913982,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,FOX,KLRT,Spot,01/22/2018,2,AD35-64,01/26/2018,Friday,21:40:10,30,CPA151LR02,Tailgate - Non New + Runn,Fox 16 News at 9:00PM,0.00,0.00,0,,1,1774913982,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/01/2018,1,AD18-54,01/01/2018,Monday,22:33:11,30,CPN15XWH22,Big Claims Allergy Days +,KARK 4 News at 10,0.00,0.00,0,,1,1753006057,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/01/2018,2,AD35-64,01/01/2018,Monday,22:33:11,30,CPN15XWH22,Big Claims Allergy Days +,KARK 4 News at 10,0.00,0.00,0,,1,1753006057,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/01/2018,1,AD18-54,01/02/2018,Tuesday,18:20:57,30,CPZ152WH23,Dinner Party Resuce V 2 +,KARK 4 News at 6,0.00,0.00,0,,1,1753848336,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/01/2018,2,AD35-64,01/02/2018,Tuesday,18:20:57,30,CPZ152WH23,Dinner Party Resuce V 2 +,KARK 4 News at 6,0.00,0.00,0,,1,1753848336,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/01/2018,1,AD18-54,01/05/2018,Friday,17:52:05,30,CPA151LR02,Tailgate - Non New + Runn,NBC Nightly News With Les,0.00,0.00,0,,1,1756517951,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/01/2018,2,AD35-64,01/05/2018,Friday,17:52:05,30,CPA151LR02,Tailgate - Non New + Runn,NBC Nightly News With Les,0.00,0.00,0,,1,1756517951,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/08/2018,1,AD18-54,01/10/2018,Wednesday,22:11:05,30,CPN15XWH22,Big Claims Allergy Days +,KARK 4 News at 10,0.00,0.00,0,,1,1760634522,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/08/2018,2,AD35-64,01/10/2018,Wednesday,22:11:05,30,CPN15XWH22,Big Claims Allergy Days +,KARK 4 News at 10,0.00,0.00,0,,1,1760634522,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/08/2018,1,AD18-54,01/11/2018,Thursday,22:29:26,30,CPZ152WH23,Dinner Party Resuce V 2 +,KARK 4 News at 10,0.00,0.00,0,,1,1761491334,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/08/2018,2,AD35-64,01/11/2018,Thursday,22:29:26,30,CPZ152WH23,Dinner Party Resuce V 2 +,KARK 4 News at 10,0.00,0.00,0,,1,1761491334,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/08/2018,1,AD18-54,01/12/2018,Friday,17:52:14,30,CPA151LR02,Tailgate - Non New + Runn,NBC Nightly News With Les,0.00,0.00,0,,1,1762372106,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/08/2018,2,AD35-64,01/12/2018,Friday,17:52:14,30,CPA151LR02,Tailgate - Non New + Runn,NBC Nightly News With Les,0.00,0.00,0,,1,1762372106,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/15/2018,1,AD18-54,01/17/2018,Wednesday,18:10:14,30,CPA153WH22,Workout + Mechanic,KARK 4 News at 6,0.00,0.00,0,,1,1766660058,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/15/2018,2,AD35-64,01/17/2018,Wednesday,18:10:14,30,CPA153WH22,Workout + Mechanic,KARK 4 News at 6,0.00,0.00,0,,1,1766660058,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/15/2018,1,AD18-54,01/18/2018,Thursday,22:24:13,30,CPZ152WH23,Dinner Party Resuce V 2 +,KARK 4 News at 10,0.00,0.00,0,,1,1767554139,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/15/2018,2,AD35-64,01/18/2018,Thursday,22:24:13,30,CPZ152WH23,Dinner Party Resuce V 2 +,KARK 4 News at 10,0.00,0.00,0,,1,1767554139,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/15/2018,1,AD18-54,01/19/2018,Friday,22:33:12,30,CPA151LR02,Tailgate - Non New + Runn,KARK 4 News at 10,0.00,0.00,0,,1,1768487467,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/15/2018,2,AD35-64,01/19/2018,Friday,22:33:12,30,CPA151LR02,Tailgate - Non New + Runn,KARK 4 News at 10,0.00,0.00,0,,1,1768487467,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/22/2018,1,AD18-54,01/24/2018,Wednesday,17:28:11,30,CPA153WH22,Workout + Mechanic,KARK 4 News at 5,0.00,0.00,0,,1,1773060657,
Cadent,Chattem-OKeeffe,Chattam-OKeeffe,3764,293,57,Little Rock-Pine Bluff  AR,NBC,KARK,Spot,01/22/2018,2,AD35-64,01/24/2018,Wednesday,17:28:11,30,CPA153WH22,Workout + Mechanic,KARK 4 News at 5,0.00,0.00,0,,1,1773060657,
